PRICE_0,SMA_2,SMA_4,SMA_8,SMA_16,SMA_32,SMA_64,SMA_128,EMA_2,EMA_4,EMA_8,EMA_16,EMA_32,EMA_64,EMA_128,DEMA_2,DEMA_4,DEMA_8,DEMA_16,DEMA_32,DEMA_64,DEMA_128,TEMA_2,TEMA_4,TEMA_8,TEMA_16,TEMA_32,TEMA_64,TEMA_128,RSL_2,RSL_4,RSL_8,RSL_16,RSL_32,RSL_64,RSL_128,SPL_2,SPL_4,SPL_8,SPL_16,SPL_32,SPL_64,SPL_128
8074.18,8116.335,8122.295,7996.05875,7963.329375,7928.678125,,,7807.310925,7807.302969,7807.623131,7807.901428,7789.580955,,,8067.201173,8067.218184,8066.696333,8065.532631,8045.551819,,,8136.492487,8136.513582,8135.856261,8134.73895,8144.475258,,,8158.49,8197.02,8197.02,8197.02,8332.47,,,8074.18,8059.49,7752.98,7752.98,7507.91,,
8045.95,8060.065,8118.91,8024.55,7968.491875,7944.460937,,,7814.886769,7814.879066,7815.189063,7815.458525,7797.719654,,,8073.861873,8073.878589,8073.363463,8072.228149,8053.444788,,,8140.067371,8140.087511,8139.457569,8138.403216,8148.989871,,,8074.18,8197.02,8197.02,8197.02,8332.47,,,8045.95,8045.95,7752.98,7752.98,7507.91,,
8099.73,8072.84,8094.5875,8067.89375,7971.22625,7962.955313,7621.604063,,7823.78812,7823.780657,7824.080967,7824.342009,7807.157478,7621.604063,,8083.293436,8083.309863,8082.801449,8081.693457,8064.034092,7621.604063,,8147.943655,8147.962885,8147.359132,8146.364195,8157.708888,7621.604063,,8099.73,8158.49,8197.02,8197.02,8332.47,8332.47,,8045.95,8045.95,7841.69,7752.98,7519.99,6952.04,
8151.78,8125.755,8092.91,8106.655,7983.5425,7981.925937,7636.084844,,7833.880178,7833.872945,7834.164014,7834.417024,7817.761248,7637.917168,,8095.182248,8095.198392,8094.696666,8093.614981,8077.011466,7653.728332,,8159.584699,8159.603063,8159.024369,8158.085543,8170.104531,7669.052999,,8151.78,8151.78,8197.02,8197.02,8332.47,8332.47,,8099.73,8045.95,8045.95,7752.98,7519.99,6952.04,
8020.01,8085.895,8079.3675,8100.83125,7987.928125,7997.551563,7648.743906,,7839.520476,7839.513462,7839.795711,7840.041054,7823.889998,7649.495739,,8098.37368,8098.389548,8097.894473,8096.838131,8081.22718,7676.055482,,8158.449885,8158.467424,8157.912715,8157.026914,8169.644176,7701.338629,,8151.78,8151.78,8197.02,8197.02,8332.47,8332.47,,8020.01,8020.01,8020.01,7752.98,7539.9,6952.04,
8091.33,8055.67,8090.7125,8104.81125,8001.22625,8014.78375,7662.714688,,7847.037178,7847.030373,7847.304197,7847.542216,7831.873281,7662.684821,,8105.455744,8105.471341,8104.982871,8103.950957,8089.273733,7701.247114,,8163.316965,8163.333719,8162.801976,8161.966315,8175.112798,7737.419806,,8091.33,8151.78,8197.02,8197.02,8332.47,8332.47,,8020.01,8020.01,8020.01,7752.98,7752.98,6952.04,
8097.51,8094.42,8090.1575,8092.3725,8013.13,8025.393438,7676.204063,,7854.404025,7854.397421,7854.663191,7854.89421,7839.686126,7675.473797,,8112.372222,8112.387554,8111.905633,8110.897275,8097.099031,7725.314735,,8168.094518,8168.110522,8167.600776,8166.812556,8180.425505,7771.370443,,8097.51,8151.78,8158.49,8197.02,8332.47,8332.47,,8091.33,8020.01,8020.01,7752.98,7752.98,6952.04,
8114.08,8105.795,8080.7325,8086.82125,8025.41375,8032.242813,7690.025938,,7861.930865,7861.924452,7862.182519,7862.406841,7847.639572,7688.18702,,8119.730393,8119.745467,8119.270035,8118.284402,8105.314144,7748.928017,,8173.673771,8173.68906,8173.200389,8172.457084,8186.47944,7804.232893,,8114.08,8114.08,8151.78,8197.02,8332.47,8332.47,,8097.51,8020.01,8020.01,7752.98,7752.98,6952.04,
8152.7,8133.39,8113.905,8096.63625,8046.3475,8040.659375,7704.898594,,7870.238555,7870.232325,7870.483019,7870.700932,7856.355584,7701.45882,,8128.742709,8128.75753,8128.288519,8127.324821,8115.135009,7773.356965,,8181.829341,8181.843948,8181.375477,8180.674717,8195.054582,7837.920074,,8152.7,8152.7,8152.7,8197.02,8332.47,8332.47,,8114.08,8091.33,8020.01,7752.98,7752.98,6952.04,
8132.01,8142.355,8124.075,8107.39375,8065.971875,8048.061563,7720.561094,,7877.612398,7877.606344,7877.849976,7878.061751,7864.120497,7713.587022,,8136.000875,8136.015449,8135.552787,8134.61027,8123.156544,7795.24643,,8187.47969,8187.493645,8187.044541,8186.384105,8201.074255,7867.477157,,8152.7,8152.7,8152.7,8197.02,8332.47,8332.47,,8132.01,8097.51,8020.01,7752.98,7752.98,6952.04,
8184.98,8158.495,8145.9425,8118.05,8092.971875,8061.19875,7737.34875,,7886.150387,7886.144501,7886.381365,7886.587257,7873.033261,7726.681272,,8145.662229,8145.676561,8145.220171,8144.298116,8133.53905,7818.802883,,8196.803237,8196.81657,8196.386039,8195.763841,8210.721295,7899.198788,,8184.98,8184.98,8184.98,8197.02,8332.47,8332.47,,8132.01,8114.08,8020.01,7841.69,7752.98,6952.04,
8105.77,8145.375,8143.865,8112.29875,8109.476875,8062.20125,7752.442187,,7892.167363,7892.161638,7892.392013,7892.592264,7879.40961,7737.067264,,8150.421418,8150.435515,8149.985317,8149.083037,8138.979908,7836.76644,,8198.937976,8198.950715,8198.538001,8197.952084,8213.137711,7922.329678,,8184.98,8184.98,8184.98,8197.02,8332.47,8332.47,,8105.77,8105.77,8020.01,8020.01,7752.98,6952.04,
